BB_Area,Height,Width,Black Pixels Count,Image Name,CC_Type_ID
1026,38,27,246,2.bmp_CC_706.bmp,five_one_two_
1026,38,27,238,2.bmp_CC_685.bmp,five_one_two_
1053,39,27,243,2.bmp_CC_690.bmp,five_one_two_
988,38,26,222,2.bmp_CC_718.bmp,five_one_two_
988,38,26,238,2.bmp_CC_716.bmp,five_one_two_
1026,38,27,252,2.bmp_CC_708.bmp,five_one_two_
1053,39,27,255,2.bmp_CC_691.bmp,five_one_two_
1053,39,27,254,2.bmp_CC_689.bmp,five_one_two_
1053,39,27,245,2.bmp_CC_712.bmp,five_one_two_
1026,38,27,250,2.bmp_CC_703.bmp,five_one_two_
1053,39,27,258,2.bmp_CC_709.bmp,five_one_two_
1014,39,26,239,2.bmp_CC_701.bmp,five_one_two_
1014,39,26,242,2.bmp_CC_694.bmp,five_one_two_
1026,38,27,238,2.bmp_CC_688.bmp,five_one_two_
1026,38,27,238,2.bmp_CC_696.bmp,five_one_two_
1026,38,27,236,2.bmp_CC_710.bmp,five_one_two_
1026,38,27,226,2.bmp_CC_702.bmp,five_one_two_
1026,38,27,244,2.bmp_CC_711.bmp,five_one_two_
1026,38,27,245,2.bmp_CC_704.bmp,five_one_two_
1014,39,26,243,2.bmp_CC_717.bmp,five_one_two_
1026,38,27,249,2.bmp_CC_687.bmp,five_one_two_
1026,38,27,250,2.bmp_CC_686.bmp,five_one_two_
1026,38,27,239,2.bmp_CC_698.bmp,five_one_two_
1053,39,27,241,2.bmp_CC_714.bmp,five_one_two_
1026,38,27,240,2.bmp_CC_700.bmp,five_one_two_
864,32,27,224,2.bmp_CC_656.bmp,five_zero_three_
840,30,28,219,2.bmp_CC_650.bmp,five_zero_three_
896,32,28,231,2.bmp_CC_635.bmp,five_zero_three_
837,31,27,221,2.bmp_CC_655.bmp,five_zero_three_
837,31,27,236,2.bmp_CC_634.bmp,five_zero_three_
837,31,27,211,2.bmp_CC_660.bmp,five_zero_three_
840,30,28,236,2.bmp_CC_646.bmp,five_zero_three_
810,30,27,225,2.bmp_CC_631.bmp,five_zero_three_
864,32,27,221,2.bmp_CC_641.bmp,five_zero_three_
837,31,27,223,2.bmp_CC_663.bmp,five_zero_three_
896,32,28,242,2.bmp_CC_644.bmp,five_zero_three_
837,31,27,232,2.bmp_CC_658.bmp,five_zero_three_
837,31,27,236,2.bmp_CC_657.bmp,five_zero_three_
864,32,27,225,2.bmp_CC_639.bmp,five_zero_three_
837,31,27,238,2.bmp_CC_642.bmp,five_zero_three_
837,31,27,236,2.bmp_CC_645.bmp,five_zero_three_
837,31,27,228,2.bmp_CC_654.bmp,five_zero_three_
810,30,27,211,2.bmp_CC_661.bmp,five_zero_three_
837,31,27,221,2.bmp_CC_662.bmp,five_zero_three_
837,31,27,222,2.bmp_CC_632.bmp,five_zero_three_
837,31,27,226,2.bmp_CC_647.bmp,five_zero_three_
810,30,27,195,1.bmp_CC_674.bmp,five_zero_three_
837,31,27,235,2.bmp_CC_630.bmp,five_zero_three_
896,32,28,232,2.bmp_CC_652.bmp,five_zero_three_
868,31,28,251,2.bmp_CC_636.bmp,five_zero_three_
837,31,27,223,2.bmp_CC_659.bmp,five_zero_three_
837,31,27,216,2.bmp_CC_653.bmp,five_zero_three_
864,32,27,235,2.bmp_CC_633.bmp,five_zero_three_
864,32,27,219,2.bmp_CC_649.bmp,five_zero_three_
837,31,27,239,2.bmp_CC_638.bmp,five_zero_three_
868,31,28,239,2.bmp_CC_637.bmp,five_zero_three_
868,31,28,222,2.bmp_CC_643.bmp,five_zero_three_
891,33,27,218,2.bmp_CC_640.bmp,five_zero_three_
868,31,28,237,2.bmp_CC_651.bmp,five_zero_three_
837,31,27,218,2.bmp_CC_648.bmp,five_zero_three_
1023,31,33,298,1.bmp_CC_274.bmp,five_zero_five_
992,31,32,298,1.bmp_CC_263.bmp,five_zero_five_
1023,31,33,304,1.bmp_CC_261.bmp,five_zero_five_
1023,31,33,299,1.bmp_CC_235.bmp,five_zero_five_
1023,31,33,300,1.bmp_CC_249.bmp,five_zero_five_
990,30,33,291,1.bmp_CC_237.bmp,five_zero_five_
1023,31,33,290,1.bmp_CC_265.bmp,five_zero_five_
990,30,33,297,1.bmp_CC_272.bmp,five_zero_five_
1023,31,33,305,1.bmp_CC_245.bmp,five_zero_five_
990,30,33,304,2.bmp_CC_290.bmp,five_zero_five_
1023,31,33,307,1.bmp_CC_313.bmp,five_zero_five_
992,31,32,299,1.bmp_CC_242.bmp,five_zero_five_
1023,31,33,301,1.bmp_CC_247.bmp,five_zero_five_
1023,31,33,296,1.bmp_CC_270.bmp,five_zero_five_
1023,31,33,304,1.bmp_CC_282.bmp,five_zero_five_
1023,31,33,306,1.bmp_CC_241.bmp,five_zero_five_
992,31,32,292,1.bmp_CC_267.bmp,five_zero_five_
960,30,32,306,1.bmp_CC_251.bmp,five_zero_five_
1023,31,33,283,1.bmp_CC_288.bmp,five_zero_five_
990,30,33,290,1.bmp_CC_280.bmp,five_zero_five_
1023,31,33,303,1.bmp_CC_239.bmp,five_zero_five_
990,30,33,309,2.bmp_CC_298.bmp,five_zero_five_
990,30,33,292,1.bmp_CC_254.bmp,five_zero_five_
960,30,32,266,1.bmp_CC_276.bmp,five_zero_five_
1023,31,33,303,1.bmp_CC_304.bmp,five_zero_five_
1023,31,33,309,1.bmp_CC_259.bmp,five_zero_five_
990,30,33,297,1.bmp_CC_257.bmp,five_zero_five_
990,30,33,293,1.bmp_CC_268.bmp,five_zero_five_
1023,31,33,292,1.bmp_CC_286.bmp,five_zero_five_
992,31,32,278,1.bmp_CC_278.bmp,five_zero_five_
1023,31,33,300,1.bmp_CC_296.bmp,five_zero_five_
990,30,33,305,1.bmp_CC_305.bmp,five_zero_five_
1023,31,33,295,1.bmp_CC_252.bmp,five_zero_five_
990,30,33,297,1.bmp_CC_284.bmp,five_zero_five_
992,31,32,302,1.bmp_CC_255.bmp,five_zero_five_
1056,32,33,357,1.bmp_CC_1445.bmp,five_zero_one_
1155,35,33,378,1.bmp_CC_1466.bmp,five_zero_one_
1122,34,33,390,1.bmp_CC_1441.bmp,five_zero_one_
1122,34,33,373,1.bmp_CC_1454.bmp,five_zero_one_
1122,34,33,380,1.bmp_CC_1469.bmp,five_zero_one_
1088,34,32,362,1.bmp_CC_1460.bmp,five_zero_one_
1122,34,33,369,1.bmp_CC_1450.bmp,five_zero_one_
1122,34,33,370,1.bmp_CC_1462.bmp,five_zero_one_
1122,34,33,354,1.bmp_CC_1448.bmp,five_zero_one_
1155,35,33,376,1.bmp_CC_1471.bmp,five_zero_one_
1088,34,32,364,1.bmp_CC_1478.bmp,five_zero_one_
1088,34,32,363,1.bmp_CC_1443.bmp,five_zero_one_
1155,35,33,383,1.bmp_CC_1452.bmp,five_zero_one_
1155,35,33,369,1.bmp_CC_1456.bmp,five_zero_one_
1056,33,32,346,1.bmp_CC_1472.bmp,five_zero_one_
1088,34,32,361,1.bmp_CC_1473.bmp,five_zero_one_
1089,33,33,356,1.bmp_CC_1465.bmp,five_zero_one_
1122,34,33,376,1.bmp_CC_1442.bmp,five_zero_one_
1122,34,33,356,1.bmp_CC_1463.bmp,five_zero_one_
1122,34,33,360,1.bmp_CC_1457.bmp,five_zero_one_
1122,34,33,352,1.bmp_CC_1476.bmp,five_zero_one_
992,31,32,334,1.bmp_CC_1458.bmp,five_zero_one_
1122,34,33,376,1.bmp_CC_1470.bmp,five_zero_one_
1122,34,33,359,1.bmp_CC_1475.bmp,five_zero_one_
1122,34,33,366,1.bmp_CC_1474.bmp,five_zero_one_
1122,34,33,367,1.bmp_CC_1451.bmp,five_zero_one_
1122,34,33,376,1.bmp_CC_1453.bmp,five_zero_one_
1122,34,33,356,1.bmp_CC_1477.bmp,five_zero_one_
1122,34,33,375,1.bmp_CC_1444.bmp,five_zero_one_
1122,34,33,357,1.bmp_CC_1468.bmp,five_zero_one_
1122,34,33,372,1.bmp_CC_1455.bmp,five_zero_one_
1089,33,33,350,1.bmp_CC_1449.bmp,five_zero_one_
1122,34,33,375,1.bmp_CC_1464.bmp,five_zero_one_
1088,34,32,365,1.bmp_CC_1447.bmp,five_zero_one_
1122,34,33,376,1.bmp_CC_1467.bmp,five_zero_one_
480,32,15,119,2.bmp_CC_1248.bmp,five_one_three_
465,31,15,125,2.bmp_CC_1261.bmp,five_one_three_
465,31,15,133,2.bmp_CC_1271.bmp,five_one_three_
434,31,14,122,2.bmp_CC_1257.bmp,five_one_three_
465,31,15,137,2.bmp_CC_1252.bmp,five_one_three_
465,31,15,141,2.bmp_CC_1277.bmp,five_one_three_
465,31,15,135,2.bmp_CC_1270.bmp,five_one_three_
450,30,15,115,2.bmp_CC_1258.bmp,five_one_three_
465,31,15,136,2.bmp_CC_1266.bmp,five_one_three_
480,32,15,136,2.bmp_CC_1279.bmp,five_one_three_
434,31,14,114,2.bmp_CC_1256.bmp,five_one_three_
465,31,15,134,2.bmp_CC_1278.bmp,five_one_three_
480,32,15,116,2.bmp_CC_1269.bmp,five_one_three_
450,30,15,135,2.bmp_CC_1265.bmp,five_one_three_
434,31,14,121,2.bmp_CC_1263.bmp,five_one_three_
448,32,14,129,2.bmp_CC_1272.bmp,five_one_three_
448,32,14,118,2.bmp_CC_1273.bmp,five_one_three_
480,32,15,142,2.bmp_CC_1260.bmp,five_one_three_
465,31,15,132,2.bmp_CC_1264.bmp,five_one_three_
465,31,15,119,2.bmp_CC_1268.bmp,five_one_three_
480,32,15,132,2.bmp_CC_1253.bmp,five_one_three_
480,32,15,142,2.bmp_CC_1247.bmp,five_one_three_
465,31,15,142,2.bmp_CC_1276.bmp,five_one_three_
465,31,15,136,2.bmp_CC_1280.bmp,five_one_three_
465,31,15,136,2.bmp_CC_1259.bmp,five_one_three_
480,32,15,125,2.bmp_CC_1267.bmp,five_one_three_
448,32,14,130,2.bmp_CC_1254.bmp,five_one_three_
434,31,14,107,2.bmp_CC_1249.bmp,five_one_three_
448,32,14,115,2.bmp_CC_1284.bmp,five_one_three_
448,32,14,125,2.bmp_CC_1275.bmp,five_one_three_
480,32,15,122,2.bmp_CC_1262.bmp,five_one_three_
448,32,14,126,2.bmp_CC_1255.bmp,five_one_three_
420,30,14,113,2.bmp_CC_1274.bmp,five_one_three_
496,31,16,117,2.bmp_CC_1251.bmp,five_one_three_
448,32,14,122,2.bmp_CC_1250.bmp,five_one_three_
837,31,27,227,1.bmp_CC_121.bmp,five_zero_nine_
837,31,27,217,1.bmp_CC_127.bmp,five_zero_nine_
868,31,28,229,2.bmp_CC_96.bmp,five_zero_nine_
837,31,27,217,1.bmp_CC_126.bmp,five_zero_nine_
810,30,27,207,1.bmp_CC_136.bmp,five_zero_nine_
837,31,27,220,1.bmp_CC_128.bmp,five_zero_nine_
806,31,26,209,1.bmp_CC_116.bmp,five_zero_nine_
837,31,27,218,1.bmp_CC_140.bmp,five_zero_nine_
837,31,27,222,1.bmp_CC_138.bmp,five_zero_nine_
810,30,27,208,1.bmp_CC_132.bmp,five_zero_nine_
837,31,27,213,1.bmp_CC_113.bmp,five_zero_nine_
837,31,27,221,1.bmp_CC_137.bmp,five_zero_nine_
806,31,26,202,1.bmp_CC_119.bmp,five_zero_nine_
780,30,26,207,1.bmp_CC_142.bmp,five_zero_nine_
837,31,27,213,1.bmp_CC_114.bmp,five_zero_nine_
810,30,27,217,1.bmp_CC_115.bmp,five_zero_nine_
810,30,27,203,1.bmp_CC_139.bmp,five_zero_nine_
837,31,27,218,1.bmp_CC_117.bmp,five_zero_nine_
837,31,27,219,1.bmp_CC_123.bmp,five_zero_nine_
810,30,27,217,1.bmp_CC_120.bmp,five_zero_nine_
810,30,27,208,1.bmp_CC_135.bmp,five_zero_nine_
837,31,27,218,1.bmp_CC_118.bmp,five_zero_nine_
837,31,27,216,1.bmp_CC_124.bmp,five_zero_nine_
837,31,27,224,1.bmp_CC_112.bmp,five_zero_nine_
868,31,28,228,2.bmp_CC_97.bmp,five_zero_nine_
837,31,27,217,1.bmp_CC_122.bmp,five_zero_nine_
837,31,27,221,2.bmp_CC_98.bmp,five_zero_nine_
810,30,27,198,1.bmp_CC_141.bmp,five_zero_nine_
837,31,27,224,1.bmp_CC_133.bmp,five_zero_nine_
837,31,27,216,1.bmp_CC_131.bmp,five_zero_nine_
837,31,27,225,1.bmp_CC_129.bmp,five_zero_nine_
837,31,27,223,1.bmp_CC_125.bmp,five_zero_nine_
837,31,27,218,1.bmp_CC_134.bmp,five_zero_nine_
837,31,27,220,1.bmp_CC_130.bmp,five_zero_nine_
806,31,26,217,1.bmp_CC_143.bmp,five_zero_nine_
992,32,31,273,2.bmp_CC_1324.bmp,five_zero_six_
930,30,31,252,2.bmp_CC_1322.bmp,five_zero_six_
900,30,30,251,2.bmp_CC_1306.bmp,five_zero_six_
992,32,31,281,2.bmp_CC_1309.bmp,five_zero_six_
992,32,31,263,2.bmp_CC_1304.bmp,five_zero_six_
961,31,31,256,2.bmp_CC_1307.bmp,five_zero_six_
992,32,31,269,2.bmp_CC_1311.bmp,five_zero_six_
992,32,31,274,2.bmp_CC_1303.bmp,five_zero_six_
930,31,30,251,2.bmp_CC_1312.bmp,five_zero_six_
992,32,31,268,2.bmp_CC_1335.bmp,five_zero_six_
930,31,30,293,2.bmp_CC_1327.bmp,five_zero_six_
992,32,31,269,2.bmp_CC_1313.bmp,five_zero_six_
992,32,31,266,2.bmp_CC_1302.bmp,five_zero_six_
992,32,31,279,2.bmp_CC_1315.bmp,five_zero_six_
930,31,30,268,2.bmp_CC_1330.bmp,five_zero_six_
961,31,31,275,2.bmp_CC_1316.bmp,five_zero_six_
992,32,31,260,2.bmp_CC_1314.bmp,five_zero_six_
960,32,30,269,2.bmp_CC_1326.bmp,five_zero_six_
960,32,30,258,2.bmp_CC_1334.bmp,five_zero_six_
961,31,31,275,04.bmp_CC_38.bmp,five_zero_six_
960,32,30,251,2.bmp_CC_1332.bmp,five_zero_six_
992,32,31,259,2.bmp_CC_1321.bmp,five_zero_six_
961,31,31,259,2.bmp_CC_1323.bmp,five_zero_six_
961,31,31,266,2.bmp_CC_1308.bmp,five_zero_six_
960,32,30,272,2.bmp_CC_1331.bmp,five_zero_six_
961,31,31,258,2.bmp_CC_1317.bmp,five_zero_six_
961,31,31,260,2.bmp_CC_1329.bmp,five_zero_six_
930,31,30,259,2.bmp_CC_1320.bmp,five_zero_six_
930,31,30,252,2.bmp_CC_1333.bmp,five_zero_six_
960,32,30,274,2.bmp_CC_1305.bmp,five_zero_six_
961,31,31,271,2.bmp_CC_1328.bmp,five_zero_six_
992,32,31,282,2.bmp_CC_1318.bmp,five_zero_six_
930,31,30,257,2.bmp_CC_1319.bmp,five_zero_six_
1023,33,31,272,2.bmp_CC_1310.bmp,five_zero_six_
930,31,30,276,2.bmp_CC_1325.bmp,five_zero_six_
216,12,18,65,02.bmp_CC_468.bmp,five_one_four_
228,12,19,75,01.bmp_CC_659.bmp,five_one_four_
240,12,20,80,01.bmp_CC_512.bmp,five_one_four_
228,12,19,66,02.bmp_CC_259.bmp,five_one_four_
209,11,19,66,02.bmp_CC_430.bmp,five_one_four_
228,12,19,62,02.bmp_CC_221.bmp,five_one_four_
228,12,19,62,02.bmp_CC_258.bmp,five_one_four_
209,11,19,64,02.bmp_CC_352.bmp,five_one_four_
228,12,19,80,01.bmp_CC_559.bmp,five_one_four_
240,12,20,77,01.bmp_CC_485.bmp,five_one_four_
228,12,19,63,02.bmp_CC_363.bmp,five_one_four_
260,13,20,67,02.bmp_CC_168.bmp,five_one_four_
228,12,19,76,01.bmp_CC_438.bmp,five_one_four_
228,12,19,58,02.bmp_CC_128.bmp,five_one_four_
247,13,19,63,02.bmp_CC_354.bmp,five_one_four_
240,12,20,71,01.bmp_CC_658.bmp,five_one_four_
240,12,20,71,01.bmp_CC_450.bmp,five_one_four_
220,11,20,70,02.bmp_CC_460.bmp,five_one_four_
240,12,20,76,01.bmp_CC_523.bmp,five_one_four_
247,13,19,69,02.bmp_CC_289.bmp,five_one_four_
228,12,19,72,01.bmp_CC_488.bmp,five_one_four_
216,12,18,58,02.bmp_CC_413.bmp,five_one_four_
260,13,20,85,01.bmp_CC_569.bmp,five_one_four_
216,12,18,63,02.bmp_CC_328.bmp,five_one_four_
247,13,19,81,01.bmp_CC_654.bmp,five_one_four_
240,12,20,73,01.bmp_CC_518.bmp,five_one_four_
209,11,19,64,02.bmp_CC_267.bmp,five_one_four_
228,12,19,66,02.bmp_CC_188.bmp,five_one_four_
234,13,18,60,02.bmp_CC_207.bmp,five_one_four_
216,12,18,65,02.bmp_CC_185.bmp,five_one_four_
216,12,18,61,02.bmp_CC_110.bmp,five_one_four_
216,12,18,63,02.bmp_CC_403.bmp,five_one_four_
260,13,20,78,01.bmp_CC_660.bmp,five_one_four_
260,13,20,80,01.bmp_CC_597.bmp,five_one_four_
240,12,20,66,02.bmp_CC_336.bmp,five_one_four_
648,36,18,165,1.bmp_CC_610.bmp,five_one_zero_
666,37,18,165,1.bmp_CC_617.bmp,five_one_zero_
666,37,18,173,1.bmp_CC_636.bmp,five_one_zero_
666,37,18,184,1.bmp_CC_623.bmp,five_one_zero_
648,36,18,177,1.bmp_CC_635.bmp,five_one_zero_
648,36,18,164,1.bmp_CC_607.bmp,five_one_zero_
648,36,18,175,1.bmp_CC_625.bmp,five_one_zero_
703,37,19,191,2.bmp_CC_608.bmp,five_one_zero_
666,37,18,161,1.bmp_CC_615.bmp,five_one_zero_
703,37,19,181,2.bmp_CC_610.bmp,five_one_zero_
648,36,18,159,1.bmp_CC_621.bmp,five_one_zero_
666,37,18,168,1.bmp_CC_611.bmp,five_one_zero_
666,37,18,165,1.bmp_CC_612.bmp,five_one_zero_
703,37,19,176,2.bmp_CC_609.bmp,five_one_zero_
666,37,18,167,1.bmp_CC_624.bmp,five_one_zero_
648,36,18,164,1.bmp_CC_627.bmp,five_one_zero_
666,37,18,155,1.bmp_CC_633.bmp,five_one_zero_
648,36,18,163,1.bmp_CC_618.bmp,five_one_zero_
648,36,18,153,1.bmp_CC_632.bmp,five_one_zero_
666,37,18,163,1.bmp_CC_609.bmp,five_one_zero_
684,36,19,167,1.bmp_CC_619.bmp,five_one_zero_
648,36,18,158,1.bmp_CC_613.bmp,five_one_zero_
648,36,18,161,1.bmp_CC_626.bmp,five_one_zero_
684,36,19,164,1.bmp_CC_620.bmp,five_one_zero_
666,37,18,163,1.bmp_CC_606.bmp,five_one_zero_
648,36,18,160,1.bmp_CC_616.bmp,five_one_zero_
648,36,18,159,1.bmp_CC_608.bmp,five_one_zero_
666,37,18,156,1.bmp_CC_631.bmp,five_one_zero_
648,36,18,146,1.bmp_CC_628.bmp,five_one_zero_
666,37,18,170,1.bmp_CC_622.bmp,five_one_zero_
648,36,18,162,1.bmp_CC_634.bmp,five_one_zero_
666,37,18,181,1.bmp_CC_637.bmp,five_one_zero_
648,36,18,162,1.bmp_CC_614.bmp,five_one_zero_
666,37,18,167,1.bmp_CC_630.bmp,five_one_zero_
648,36,18,154,1.bmp_CC_629.bmp,five_one_zero_
1505,43,35,398,2.bmp_CC_1533.bmp,five_zero_eight_
1470,42,35,355,2.bmp_CC_1501.bmp,five_zero_eight_
1505,43,35,362,2.bmp_CC_1515.bmp,five_zero_eight_
1470,42,35,351,2.bmp_CC_1523.bmp,five_zero_eight_
1505,43,35,344,2.bmp_CC_1510.bmp,five_zero_eight_
1462,43,34,354,2.bmp_CC_1512.bmp,five_zero_eight_
1470,42,35,350,2.bmp_CC_1538.bmp,five_zero_eight_
1470,42,35,355,2.bmp_CC_1527.bmp,five_zero_eight_
1505,43,35,355,2.bmp_CC_1530.bmp,five_zero_eight_
1470,42,35,351,2.bmp_CC_1520.bmp,five_zero_eight_
1505,43,35,371,2.bmp_CC_1536.bmp,five_zero_eight_
1470,42,35,362,2.bmp_CC_1514.bmp,five_zero_eight_
1462,43,34,346,2.bmp_CC_1519.bmp,five_zero_eight_
1505,43,35,336,2.bmp_CC_1505.bmp,five_zero_eight_
1505,43,35,353,2.bmp_CC_1504.bmp,five_zero_eight_
1505,43,35,353,2.bmp_CC_1513.bmp,five_zero_eight_
1428,42,34,356,2.bmp_CC_1532.bmp,five_zero_eight_
1505,43,35,348,2.bmp_CC_1534.bmp,five_zero_eight_
1548,43,36,377,2.bmp_CC_1502.bmp,five_zero_eight_
1505,43,35,355,2.bmp_CC_1521.bmp,five_zero_eight_
1505,43,35,375,2.bmp_CC_1539.bmp,five_zero_eight_
1496,44,34,366,2.bmp_CC_1508.bmp,five_zero_eight_
1540,44,35,359,2.bmp_CC_1540.bmp,five_zero_eight_
1505,43,35,353,2.bmp_CC_1535.bmp,five_zero_eight_
1462,43,34,357,2.bmp_CC_1517.bmp,five_zero_eight_
1540,44,35,376,2.bmp_CC_1537.bmp,five_zero_eight_
1505,43,35,362,2.bmp_CC_1518.bmp,five_zero_eight_
1470,42,35,342,2.bmp_CC_1528.bmp,five_zero_eight_
1505,43,35,373,2.bmp_CC_1503.bmp,five_zero_eight_
1505,43,35,365,2.bmp_CC_1529.bmp,five_zero_eight_
1505,43,35,357,2.bmp_CC_1509.bmp,five_zero_eight_
1462,43,34,353,2.bmp_CC_1531.bmp,five_zero_eight_
1505,43,35,376,2.bmp_CC_1506.bmp,five_zero_eight_
1505,43,35,362,2.bmp_CC_1522.bmp,five_zero_eight_
1584,44,36,366,2.bmp_CC_1525.bmp,five_zero_eight_
1020,30,34,289,2.bmp_CC_163.bmp,five_zero_zero_
1085,31,35,280,2.bmp_CC_156.bmp,five_zero_zero_
1020,30,34,259,1.bmp_CC_195.bmp,five_zero_zero_
1085,31,35,295,2.bmp_CC_171.bmp,five_zero_zero_
1020,30,34,264,1.bmp_CC_168.bmp,five_zero_zero_
1085,31,35,298,2.bmp_CC_167.bmp,five_zero_zero_
1085,31,35,310,2.bmp_CC_154.bmp,five_zero_zero_
1020,30,34,280,1.bmp_CC_170.bmp,five_zero_zero_
1054,31,34,276,2.bmp_CC_151.bmp,five_zero_zero_
1020,30,34,289,1.bmp_CC_169.bmp,five_zero_zero_
1054,31,34,265,2.bmp_CC_157.bmp,five_zero_zero_
1020,30,34,283,1.bmp_CC_166.bmp,five_zero_zero_
1085,31,35,286,2.bmp_CC_160.bmp,five_zero_zero_
1085,31,35,300,2.bmp_CC_165.bmp,five_zero_zero_
1054,31,34,279,1.bmp_CC_167.bmp,five_zero_zero_
1054,31,34,283,2.bmp_CC_161.bmp,five_zero_zero_
1085,31,35,281,2.bmp_CC_150.bmp,five_zero_zero_
1054,31,34,277,2.bmp_CC_153.bmp,five_zero_zero_
1054,31,34,276,2.bmp_CC_152.bmp,five_zero_zero_
1050,30,35,308,2.bmp_CC_170.bmp,five_zero_zero_
1120,32,35,290,2.bmp_CC_172.bmp,five_zero_zero_
1054,31,34,280,2.bmp_CC_168.bmp,five_zero_zero_
1054,31,34,300,2.bmp_CC_169.bmp,five_zero_zero_
1020,30,34,289,1.bmp_CC_193.bmp,five_zero_zero_
1054,31,34,280,1.bmp_CC_165.bmp,five_zero_zero_
1085,31,35,299,2.bmp_CC_158.bmp,five_zero_zero_
1054,31,34,285,1.bmp_CC_194.bmp,five_zero_zero_
1054,31,34,290,2.bmp_CC_173.bmp,five_zero_zero_
1054,31,34,297,2.bmp_CC_164.bmp,five_zero_zero_
1054,31,34,294,1.bmp_CC_164.bmp,five_zero_zero_
1054,31,34,285,1.bmp_CC_171.bmp,five_zero_zero_
1120,32,35,307,2.bmp_CC_166.bmp,five_zero_zero_
1050,30,35,297,2.bmp_CC_159.bmp,five_zero_zero_
1020,30,34,291,2.bmp_CC_162.bmp,five_zero_zero_
1085,31,35,288,2.bmp_CC_155.bmp,five_zero_zero_
961,31,31,296,1.bmp_CC_400.bmp,five_one_five_
961,31,31,290,1.bmp_CC_425.bmp,five_one_five_
930,30,31,267,1.bmp_CC_413.bmp,five_one_five_
960,30,32,290,1.bmp_CC_402.bmp,five_one_five_
992,31,32,277,1.bmp_CC_421.bmp,five_one_five_
961,31,31,299,1.bmp_CC_424.bmp,five_one_five_
930,30,31,276,1.bmp_CC_399.bmp,five_one_five_
961,31,31,290,1.bmp_CC_403.bmp,five_one_five_
961,31,31,301,1.bmp_CC_417.bmp,five_one_five_
961,31,31,276,1.bmp_CC_419.bmp,five_one_five_
930,30,31,301,1.bmp_CC_395.bmp,five_one_five_
930,30,31,300,1.bmp_CC_407.bmp,five_one_five_
961,31,31,292,1.bmp_CC_398.bmp,five_one_five_
961,31,31,280,1.bmp_CC_416.bmp,five_one_five_
930,30,31,261,1.bmp_CC_422.bmp,five_one_five_
961,31,31,279,1.bmp_CC_412.bmp,five_one_five_
992,31,32,280,1.bmp_CC_420.bmp,five_one_five_
960,30,32,268,1.bmp_CC_415.bmp,five_one_five_
992,31,32,285,1.bmp_CC_392.bmp,five_one_five_
961,31,31,277,1.bmp_CC_418.bmp,five_one_five_
